problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision,instruct,model_family,model_n_params,training_step
three_rule_comb0,17,three_rule_comb0_17,False,[8 2 4],"8 2 4]
[0 2 2]",-3.8042430877685542,"[8, 2, 4]",True,"[-6.1371612548828125, -0.38314247131347656, -11.731260299682617, -2.8371925354003906, -11.747282028198242, -11.689531326293945, -10.796545028686523, -6.485151290893555]",1,8 2 4],-0.3831424713134765,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb1,17,three_rule_comb1_17,False,[2 7 0],"2 7 0]
[3 5 2]",-3.328226089477539,"[2, 7, 0]",True,"[-13.948142051696777, -1.8452014923095703, -8.733863830566406, -5.680397033691406, -1.7554054260253906, -10.357791900634766, -5.43358039855957, -8.873908996582031]",4,2 7 0],-1.7554054260253906,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb2,17,three_rule_comb2_17,False,[3 0 3],"2 1 3]
[9 1 2]",-4.171987533569336,"[2, 1, 3]",False,"[-12.703901290893555, -11.333967208862305, -12.664863586425781, -4.957363128662109, -2.147703170776367, -11.137899398803711, -13.504220962524414, -9.72073745727539]",4,3 0 3],-2.147703170776367,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb3,17,three_rule_comb3_17,False,[8 9 9],"9 4 9]
[4 9 6]",-6.723455429077148,"[9, 4, 9]",False,"[-7.296173095703125, -10.458988189697266, -9.293718338012695, -6.904802322387695, -7.6758575439453125, -8.431018829345703, -6.5417022705078125, -4.232187271118164]",7,8 4 4],-4.232187271118164,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb4,17,three_rule_comb4_17,False,[2 7 1],"2 0 2]
[3 0 2]",-9.03485870361328,"[2, 0, 2]",False,"[-4.88151741027832, -9.810937881469727, -7.050146102905273, -8.384641647338867, -6.547149658203125, -8.029094696044922, -8.543304443359375, -5.123598098754883]",0,2 0 5],-4.88151741027832,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb5,17,three_rule_comb5_17,False,[0 1 7],"0 2 7]
[9 3 6]",-5.214935302734375,"[0, 2, 7]",False,"[-3.933187484741211, -7.136341094970703, -4.880130767822266, -5.808977127075195, -9.083702087402344, -7.808330535888672, -7.080432891845703, -8.439888000488281]",0,0 1 7],-3.933187484741211,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb6,17,three_rule_comb6_17,False,[4 5 9],"4 5 9]
[9 9 4]",-2.2891712188720703,"[4, 5, 9]",True,"[-4.683559417724609, -5.605262756347656, -0.8074455261230469, -7.473438262939453, -6.845569610595703, -5.8410797119140625, -8.960897445678711, -10.371936798095703]",2,4 5 9],-0.8074455261230469,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb7,17,three_rule_comb7_17,False,[8 1 4],"4 4 3]
[4 4 3]",-6.419858932495117,"[4, 4, 3]",False,"[-4.543876647949219, -6.72075080871582, -5.909461975097656, -5.408061981201172, -5.55357551574707, -4.366323471069336, -6.191976547241211, -6.307233810424805]",5,4 2 3],-4.366323471069336,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb8,17,three_rule_comb8_17,False,[2 8 4],"2 5 6]
[8 5 6]",-6.822399139404297,"[2, 5, 6]",False,"[-6.191337585449219, -8.19926643371582, -7.465396881103516, -6.708459854125977, -4.241865158081055, -6.0385284423828125, -7.2220001220703125, -7.608367919921875]",4,2 6 6],-4.241865158081055,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb9,17,three_rule_comb9_17,False,[5 2 4],"5 2 4]
[8 5 1]",-3.559741973876953,"[5, 2, 4]",True,"[-7.491298675537109, -12.278755187988281, -7.749397277832031, -9.055730819702148, -8.969280242919922, -2.701505661010742, -11.04932975769043, -11.93646240234375]",5,5 2 4],-2.701505661010742,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c3_set_union,17,c3_set_union_17,True,[7 8 6 3],"7 6]
[8 3] [6",-6.533029556274414,[6 7],False,"[-2.0358734130859375, -4.466175079345703, -6.492441177368164, -12.234172821044922, -2.809741973876953, -4.674976348876953, -3.968761444091797, -4.089536666870117]",0,7 6],-2.0358734130859375,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c1_set_union,17,c1_set_union_17,True,[7],"0]
[0 0] [0]",-7.121696472167969,[0],False,"[-5.389690399169922, -1.6838512420654297, -2.926706314086914, -4.21946907043457, 0.0, -8.106718063354492, -2.7421913146972656, -9.874176025390625]",4,],0.0,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c2_set_union,17,c2_set_union_17,True,[9],"2 9 7] [7 9]
[",-3.19913101196289,[2 7 9],False,"[-3.1042308807373047, -5.783786773681641, -3.8660850524902344, -5.068548202514648, -4.020257949829102, -8.22747802734375, -4.433132171630859, -6.342502593994141]",0,9],-3.1042308807373047,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
AND,17,AND_17,True,[7],"7] [7]
[2 7]",-2.412508010864258,[7],True,"[-18.83649253845215, -11.76319694519043, -0.6135387420654297, -9.166254043579102, -7.961055755615234, -2.6114234924316406, -12.768377304077148, -19.773265838623047]",2,7],-0.6135387420654297,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
XOR,17,XOR_17,True,[4 0],"1 3]
[1 3] [0",-5.967016220092773,[1 3],False,"[-8.056766510009766, -11.23061752319336, -12.170554161071777, -11.43309211730957, -3.345083236694336, -9.953155517578125, -7.274513244628906, -3.7466697692871094]",4,1 0],-3.345083236694336,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c3_set_union_permuted,17,c3_set_union_permuted_17,True,[4 2 6 8],"2 8]
[4 4] [6",-5.743223190307617,[2 8],False,"[-4.334386825561523, 0.0, -3.5142059326171875, -9.66057014465332, -5.228269577026367, -13.804458618164062, -6.086954116821289, -2.8379554748535156]",1,],0.0,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c2_set_union_permuted,17,c2_set_union_permuted_17,True,[1],"1] [1] [1]
[",-7.462457656860352,[1],True,"[0.0, -5.562971115112305, -5.786930084228516, -5.7009735107421875, -8.394760131835938, -10.110980987548828, -2.303516387939453, -7.471860885620117]",0,],0.0,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c1_set_union_permuted,17,c1_set_union_permuted_17,True,[3],"2] [3]
[1 2]",-9.464548110961914,[2],False,"[-4.356597900390625, -2.948474884033203, -3.4267215728759766, -5.011470794677734, 0.0, -13.50123405456543, -6.00377082824707, -11.783411979675293]",4,],0.0,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
XOR_permuted,17,XOR_permuted_17,True,[6 2],"4 2]
[4 2] [4",-5.537080764770508,[2 4],False,"[-7.326833724975586, -2.8359756469726562, -12.286368370056152, -3.075939178466797, -17.455810546875, -2.120756149291992, -6.183351516723633, -13.02626895904541]",5,4 2],-2.120756149291992,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
AND_permuted,17,AND_permuted_17,True,[],"2] [2]
[9 0]",-6.102375030517578,[2],False,"[0.0, -18.03913116455078, -2.298185348510742, -14.210779190063477, -8.906967163085938, -17.239229202270508, -15.664466857910156, -13.564339637756348]",0,],0.0,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
row_constant,18,row_constant_18,False,[0],"0]
[0] [0] [",-2.474069595336914,[0],True,"[-4.107091903686523, -3.285188674926758, -2.4568443298339844, -6.502805709838867, -6.032522201538086, -3.9570159912109375, -0.19527053833007812, -5.509281158447266]",6,0],-0.1952705383300781,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
col_constant,18,col_constant_18,False,[4],"4]
[9] [3] [",-0.5062923431396484,[4],True,"[-2.099210739135742, -5.267513275146484, -3.811321258544922, -5.047817230224609, -4.052450180053711, -0.24779129028320312, -5.298130035400391, -4.459989547729492]",5,4],-0.2477912902832031,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
dist3_diag1,18,dist3_diag1_18,False,[3],"3]
[2] [3] [",-2.907163619995117,[3],True,"[-6.721490859985352, -1.9206218719482422, -4.354089736938477, -2.343536376953125, -4.267124176025391, -0.722747802734375, -2.8154964447021484, -1.8001556396484375]",5,3],-0.722747802734375,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
dist3_diag2,18,dist3_diag2_18,False,[5],"5] [9]
[4] [",-2.630077362060547,[5],True,"[-5.446706771850586, -3.67816162109375, -5.073099136352539, -4.031198501586914, -4.335126876831055, -2.840726852416992, -0.22005844116210938, -3.4356460571289062]",6,5],-0.2200584411621093,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
two_rule_comb0,18,two_rule_comb0_18,False,[7 2],"7 2]
[9 1] [1",-2.063518524169922,"[7, 2]",True,"[-7.706022262573242, -8.064680099487305, -7.037830352783203, -3.909605026245117, -7.719831466674805, -4.617412567138672, -0.18395614624023438, -7.018224716186523]",6,7 2],-0.1839561462402343,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
two_rule_comb1,18,two_rule_comb1_18,False,[1 8],"1 2]
[7 6] [0",-4.376775741577148,"[1, 2]",False,"[-7.735219955444336, -7.383600234985352, -7.317304611206055, -2.744861602783203, -8.028942108154297, -7.616016387939453, -7.8199462890625, -2.2450714111328125]",7,1 7],-2.2450714111328125,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
two_rule_comb2,18,two_rule_comb2_18,False,[0 0],"0 1]
[0 2] [0",-5.325984954833984,"[0, 1]",False,"[-2.9797000885009766, -2.5463409423828125, -7.039766311645508, -8.202714920043945, -3.532176971435547, -5.186098098754883, -6.825525283813477, -5.383371353149414]",1,0 0],-2.5463409423828125,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
two_rule_comb3,18,two_rule_comb3_18,False,[7 0],"0 2]
[0 2] [7",-7.785434722900391,"[0, 2]",False,"[-6.082925796508789, -5.355607986450195, -3.5595149993896484, -3.145132064819336, -3.8141212463378906, -3.761850357055664, -3.6530628204345703, -4.291067123413086]",3,7 2],-3.145132064819336,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
two_rule_comb4,18,two_rule_comb4_18,False,[7 9],"7 2]
[4 7] [7",-6.6462554931640625,"[7, 2]",False,"[-5.7446441650390625, -6.251375198364258, -4.769145965576172, -3.8463668823242188, -5.49822998046875, -5.35089111328125, -5.154169082641602, -5.326471328735352]",3,9 7],-3.846366882324219,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
two_rule_comb5,18,two_rule_comb5_18,False,[1 0],"2 1]
[3 2] [2",-3.867111206054687,"[2, 1]",False,"[-4.152765274047852, -5.301704406738281, -5.385295867919922, -2.734882354736328, -3.569730758666992, -6.384115219116211, -4.312948226928711, -3.4014225006103516]",3,7 6],-2.734882354736328,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb0,18,three_rule_comb0_18,False,[5 7 7],"5 7 7]
[1 2 3]",-5.277509689331055,"[5, 7, 7]",True,"[-7.794010162353516, -10.989690780639648, -7.868772506713867, -10.979820251464844, -12.184656143188477, -11.516683578491211, -5.840551376342773, -0.1440105438232422]",7,5 7 7],-0.1440105438232422,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb1,18,three_rule_comb1_18,False,[3 3 5],"3 3 1]
[2 0 1]",-3.3089523315429688,"[3, 3, 1]",False,"[-5.528562545776367, -7.563270568847656, -3.8408355712890625, -5.443548202514648, -12.306535720825195, -12.759523391723633, -5.426610946655273, -1.6792716979980469]",7,3 3 1],-1.6792716979980469,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb2,18,three_rule_comb2_18,False,[6 3 9],"6 3 8]
[7 4 5]",-5.257612228393555,"[6, 3, 8]",False,"[-10.20703125, -12.94240951538086, -11.429555892944336, -1.4914722442626953, -10.677679061889648, -5.60258674621582, -9.157970428466797, -6.6803741455078125]",3,6 3 9],-1.491472244262695,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb3,18,three_rule_comb3_18,False,[5 5 9],"5 5 9]
[4 7 9]",-3.7521820068359375,"[5, 5, 9]",True,"[-5.8531646728515625, -3.942415237426758, -5.610755920410156, -1.3908157348632812, -3.647817611694336, -4.193672180175781, -7.703527450561523, -8.169660568237305]",3,5 5 9],-1.3908157348632812,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb4,18,three_rule_comb4_18,False,[7 4 2],"7 4 2]
[6 2 4]",-7.635828018188477,"[7, 4, 2]",True,"[-8.08420181274414, -9.151941299438477, -5.102443695068359, -8.073572158813477, -8.585992813110352, -8.158323287963867, -7.545633316040039, -3.1519527435302734]",7,7 4 2],-3.1519527435302734,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb5,18,three_rule_comb5_18,False,[1 4 1],"1 4 1]
[5 5 2]",-1.4279518127441406,"[1, 4, 1]",True,"[-10.039314270019531, -10.244255065917969, -11.979537963867188, -0.6044731140136719, -13.49461555480957, -3.4792442321777344, -12.253854751586914, -9.244644165039062]",3,1 4 1],-0.6044731140136719,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb6,18,three_rule_comb6_18,False,[6 9 5],"0 0 8]
[0 0 8]",-7.60186767578125,"[0, 0, 8]",False,"[-6.7157135009765625, -8.389955520629883, -7.601833343505859, -6.767824172973633, -5.905307769775391, -5.9016876220703125, -7.5631103515625, -7.542715072631836]",5,2 0 8],-5.9016876220703125,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb7,18,three_rule_comb7_18,False,[6 2 6],"6 5 2]
[8 5 2]",-5.830410003662109,"[6, 5, 2]",False,"[-5.615852355957031, -8.501518249511719, -5.244653701782227, -3.1331558227539062, -7.3287506103515625, -9.466068267822266, -3.807474136352539, -8.858827590942383]",3,6 6 6],-3.1331558227539062,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb8,18,three_rule_comb8_18,False,[1 5 5],"2 5 2]
[2 5 2]",-6.221107482910156,"[2, 5, 2]",False,"[-5.612821578979492, -6.2010650634765625, -7.431814193725586, -6.410488128662109, -8.301620483398438, -8.988033294677734, -6.344261169433594, -7.830663681030273]",0,1 5 5],-5.612821578979492,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb9,18,three_rule_comb9_18,False,[4 6 9],"4 6 9]
[3 5 8]",-1.1996917724609375,"[4, 6, 9]",True,"[-11.70193099975586, -14.257386207580566, -12.23141098022461, -0.8385524749755859, -14.417641639709473, -4.111677169799805, -9.293840408325195, -11.814353942871094]",3,4 6 9],-0.8385524749755859,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c3_set_union,18,c3_set_union_18,True,[9 4 2 8],"2 8]
[2 4] [2",-8.202880859375,[2 8],False,"[-9.790998458862305, -3.922372817993164, 0.0, -3.322580337524414, -5.201225280761719, -3.8335514068603516, -5.051399230957031, -2.862060546875]",2,],0.0,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c1_set_union,18,c1_set_union_18,True,[8],"8]
[4 0] [4]",-5.414115905761719,[8],True,"[-8.786813735961914, -12.161275863647461, -1.7329578399658203, -2.6750564575195312, -2.5010032653808594, -8.513517379760742, -11.245540618896484, -4.721696853637695]",2,8],-1.7329578399658203,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c2_set_union,18,c2_set_union_18,True,[9],"1 9 2 9] [2 9]
",-4.535335540771484,[1 2 9 9],False,"[-3.2093639373779297, -3.622844696044922, -4.255275726318359, -4.101757049560547, -6.579904556274414, 0.0, -6.301828384399414, -4.6757049560546875]",5,],0.0,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
AND,18,AND_18,True,[4],"4 4] [8 4]
[9",-4.271974563598633,[4 4],False,"[-17.65254783630371, -15.387645721435547, -7.989179611206055, 0.0, -1.9390316009521484, -5.517080307006836, -8.30386734008789, -18.041366577148438]",3,],0.0,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
XOR,18,XOR_18,True,[1 0],"8 0]
[4 0] [8",-7.398815155029297,[0 8],False,"[0.0, -3.1676101684570312, -9.19117546081543, -4.042375564575195, -11.288631439208984, -17.185226440429688, -3.37139892578125, -3.470857620239258]",0,],0.0,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c3_set_union_permuted,18,c3_set_union_permuted_18,True,[8 4 9 7],"9 8]
[8 4] [9",-5.460186004638672,[8 9],False,"[0.0, -4.722784042358398, -5.991315841674805, -4.25554084777832, -14.394163131713867, -4.571699142456055, -4.0576324462890625, -3.4391613006591797]",0,],0.0,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c2_set_union_permuted,18,c2_set_union_permuted_18,True,[5],"0 7 1] [7 0]
[",-6.871000289916992,[0 1 7],False,"[-5.09727668762207, -5.822193145751953, -8.702646255493164, -4.667947769165039, -6.539125442504883, -4.201688766479492, -6.073692321777344, -3.4267807006835938]",7,7 1],-3.4267807006835938,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c1_set_union_permuted,18,c1_set_union_permuted_18,True,[4],"5]
[2 9] [9]",-7.350809097290039,[5],False,"[-2.2227210998535156, -9.214458465576172, -10.193714141845703, -14.270541191101074, -10.698465347290039, -5.7977447509765625, -1.5032939910888672, -5.004743576049805]",6,5],-1.5032939910888672,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
XOR_permuted,18,XOR_permuted_18,True,[7 8],"8 2]
[4 2] [2",-6.966087341308594,[2 8],False,"[-3.651071548461914, -3.848255157470703, -11.762615203857422, -7.4148406982421875, -18.462947845458984, -11.468563079833984, -6.741794586181641, -3.2759227752685547]",7,4 8],-3.2759227752685547,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
AND_permuted,18,AND_permuted_18,True,[],0] [0] [0] [0,-5.539714813232422,[0],False,"[-11.063825607299805, -15.250570297241211, -6.206390380859375, -12.767953872680664, -2.7841739654541016, 0.0, -15.145989418029785, -7.41093635559082]",5,],0.0,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
row_constant,19,row_constant_19,False,[5],"5]
[7] [7] [",-1.4219684600830078,[5],True,"[-5.469343185424805, -7.912578582763672, -0.025617599487304688, -6.829212188720703, -5.195766448974609, -5.567495346069336, -8.494699478149414, -5.327913284301758]",2,5],-0.0256175994873046,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
col_constant,19,col_constant_19,False,[2],"2]
[5] [7] [",-0.3811416625976562,[2],True,"[-3.4242591857910156, -4.872303009033203, -4.420021057128906, -0.1927928924560547, -3.5808258056640625, -4.983549118041992, -3.075937271118164, -5.981418609619141]",3,2],-0.1927928924560547,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
dist3_diag1,19,dist3_diag1_19,False,[3],"3]
[3] [6] [",-3.9201507568359375,[3],True,"[-2.352375030517578, -2.828704833984375, -1.0459442138671875, -2.661083221435547, -3.1087684631347656, -3.2280731201171875, -2.1295700073242188, -3.774728775024414]",2,3],-1.0459442138671875,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
dist3_diag2,19,dist3_diag2_19,False,[7],"7] [8]
[3] [",-2.5601158142089844,[7],True,"[-0.5359516143798828, -3.9074783325195312, -3.4734668731689453, -2.523954391479492, -3.979043960571289, -3.315610885620117, -2.6869430541992188, -3.3255062103271484]",0,7],-0.5359516143798828,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
two_rule_comb0,19,two_rule_comb0_19,False,[2 6],"2 6]
[5 7] [7",-2.4488487243652344,"[2, 6]",True,"[-4.043333053588867, -8.393320083618164, -8.259565353393555, -2.3872852325439453, -0.5032615661621094, -4.578184127807617, -6.360988616943359, -5.147285461425781]",4,2 6],-0.5032615661621094,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
two_rule_comb1,19,two_rule_comb1_19,False,[1 9],"1 0]
[1 0] [1",-8.16326904296875,"[1, 0]",False,"[-4.616184234619141, -7.303457260131836, -4.187677383422852, -4.660427093505859, -5.366315841674805, -3.282033920288086, -3.004678726196289, -3.6299877166748047]",6,1 0],-3.004678726196289,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
two_rule_comb2,19,two_rule_comb2_19,False,[5 4],"5 4]
[2 5] [3",-0.7356758117675781,"[5, 4]",True,"[-5.800586700439453, -6.884038925170898, -5.126935958862305, -6.922344207763672, -0.3552131652832031, -9.102224349975586, -8.481908798217773, -4.006246566772461]",4,5 4],-0.3552131652832031,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
two_rule_comb3,19,two_rule_comb3_19,False,[5 6],5 6] [8 1] [9 0,-2.867589950561523,"[5, 6]",True,"[-5.785739898681641, -7.539148330688477, -1.0983600616455078, -5.257190704345703, -4.164371490478516, -4.749975204467773, -5.1301116943359375, -7.214330673217773]",2,5 6],-1.0983600616455078,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
two_rule_comb4,19,two_rule_comb4_19,False,[2 3],"2 5]
[3 9] [2",-6.589511871337891,"[2, 5]",False,"[-7.063749313354492, -4.0478973388671875, -4.350727081298828, -6.596902847290039, -4.7686614990234375, -4.592796325683594, -3.177408218383789, -4.16783332824707]",6,2 3],-3.177408218383789,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
