item_id,phenomenon,test_item,original_condition,sentence_grammatical,sentence_ungrammatical,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision,model_family,model_n_params,dataset,to_drop,good_sentence,bad_sentence,category,category_fine,blimp_UID,blimp_pairID
559,,,,,,crt3,-62.297645568847656,-69.64315032958984,True,-1.657939910888672,-1.9375057220458984,-2.15834903717041,-1.572920799255371,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,There were many high schools stunning those guests.,There were most high schools stunning those guests.,semantics,quantifiers,existential_there_quantifiers_1,392.0
560,,,,,,crt3,-39.19322204589844,-37.41226959228515,False,-1.6231622695922852,-2.0200986862182617,-1.5552568435668943,-2.0976619720458984,False,False,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,All windows are there opening.,There are all windows opening.,semantics,quantifiers,existential_there_quantifiers_2,105.0
561,,,,,,crt3,-66.34371185302734,-70.59734344482422,True,-1.8425607681274416,-1.9884681701660156,-1.6575860977172852,-2.145233154296875,False,False,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,All cousins of Brian aren't there sighing.,There aren't all cousins of Brian sighing.,semantics,quantifiers,existential_there_quantifiers_2,386.0
562,,,,,,crt3,-63.882102966308594,-66.78583526611328,True,-1.6732101440429688,-1.9388036727905271,-1.602252960205078,-2.0291051864624023,False,False,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,Each newspaper article was there aggravating Daniel.,There was each newspaper article aggravating Daniel.,semantics,quantifiers,existential_there_quantifiers_2,667.0
563,,,,,,crt3,-78.35843658447266,-73.92597961425781,False,-1.857527732849121,-1.9274787902832031,-1.5939550399780271,-2.1292762756347656,False,False,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,All pictures of Candice weren't there boring Benjamin.,There weren't all pictures of Candice boring Benjamin.,semantics,quantifiers,existential_there_quantifiers_2,482.0
564,,,,,,crt3,-59.63288497924805,-62.97290802001953,True,-1.8359670639038088,-2.0359907150268555,-1.9380645751953125,-1.952073097229004,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,No doctor was complaining about fewer than five books.,No doctor was complaining about at most five books.,semantics,quantifiers,superlative_quantifiers_1,237.0
565,,,,,,crt3,-50.40378189086914,-57.61650466918945,True,-1.7031831741333008,-1.84234619140625,-1.8566913604736328,-1.7047710418701172,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,An adult can take at most four mountains.,No adult can take at most four mountains.,semantics,quantifiers,superlative_quantifiers_2,382.0
566,,,,,,crt3,-65.02032470703125,-64.8836669921875,False,-1.5674400329589844,-1.9430761337280271,-1.5477628707885742,-1.9741954803466797,False,False,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,Every print was there irritating Tammy.,There was every print irritating Tammy.,semantics,quantifiers,existential_there_quantifiers_2,463.0
567,,,,,,crt3,-59.86319351196289,-59.477054595947266,False,-2.152459144592285,-1.8938684463500977,-2.089923858642578,-1.830857276916504,False,True,False,True,False,True,Mistral 7B,,Mistral,7.0,blimp,,No waiter respects more than two patients.,No waiter respects at least two patients.,semantics,quantifiers,superlative_quantifiers_1,699.0
568,,,,,,crt3,-65.53942108154297,-63.42033767700195,False,-1.7268972396850586,-2.0351858139038086,-1.5718507766723633,-2.175457000732422,False,False,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,All slopes are there alarming Kathleen.,There are all slopes alarming Kathleen.,semantics,quantifiers,existential_there_quantifiers_2,46.0
569,,,,,,crt3,-53.25724792480469,-58.977447509765625,True,-1.7718820571899414,-2.0692405700683594,-2.0761194229125977,-1.82125186920166,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,No man cleans more than four casseroles.,No man cleans at least four casseroles.,semantics,quantifiers,superlative_quantifiers_1,539.0
570,,,,,,crt3,-50.20927047729492,-63.898048400878906,True,-1.6740617752075195,-1.8812217712402344,-1.8299579620361328,-1.682050704956055,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,There was a mountain boring Derek.,There was each mountain boring Derek.,semantics,quantifiers,existential_there_quantifiers_1,130.0
571,,,,,,crt3,-56.28379821777344,-53.069278717041016,False,-1.751302719116211,-1.7904386520385742,-1.7358179092407229,-1.8045053482055664,False,False,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,Every unicycle was there falling.,There was every unicycle falling.,semantics,quantifiers,existential_there_quantifiers_2,850.0
572,,,,,,crt3,-70.875244140625,-73.71662139892578,True,-1.7560443878173828,-1.8502721786499023,-1.7545461654663086,-1.842802047729492,False,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,Every patient had boycotted at most three malls.,No patient had boycotted at most three malls.,semantics,quantifiers,superlative_quantifiers_2,846.0
573,,,,,,crt3,-63.64908599853515,-70.42794799804688,True,-1.7563581466674805,-2.0493392944335938,-1.7710018157958984,-2.005603790283203,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,Every girl boasted about at most four waiters.,No girl boasted about at most four waiters.,semantics,quantifiers,superlative_quantifiers_2,359.0
574,,,,,,crt3,-37.5888557434082,-46.016815185546875,True,-1.833169937133789,-2.0146350860595703,-1.9566497802734375,-1.857328414916992,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,There wasn't a cake baking.,There wasn't every cake baking.,semantics,quantifiers,existential_there_quantifiers_1,106.0
575,,,,,,crt3,-65.4076919555664,-68.69520568847656,True,-1.688093185424805,-2.0050268173217773,-1.8513116836547852,-1.856173515319824,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,A guest exited at most six museums.,No guest exited at most six museums.,semantics,quantifiers,superlative_quantifiers_2,341.0
576,,,,,,crt3,-52.66691970825195,-54.193119049072266,True,-1.645952224731445,-2.099630355834961,-1.685892105102539,-2.0016517639160156,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,Every senator toured at least eight hospitals.,No senator toured at least eight hospitals.,semantics,quantifiers,superlative_quantifiers_2,784.0
577,,,,,,crt3,-54.15043640136719,-65.50789642333984,True,-1.6917695999145508,-1.9211997985839844,-2.0405445098876953,-1.6096343994140625,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,There is a college campus astounding John.,There is every college campus astounding John.,semantics,quantifiers,existential_there_quantifiers_1,224.0
578,,,,,,crt3,-71.26739501953125,-69.87871551513672,False,-1.7954368591308594,-1.923090934753418,-1.8336858749389648,-1.938612937927246,True,False,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,Some glass had bothered at most ten patients.,No glass had bothered at most ten patients.,semantics,quantifiers,superlative_quantifiers_2,750.0
579,,,,,,crt3,-37.66600799560547,-43.02262878417969,True,-1.6287117004394531,-2.153949737548828,-2.044370651245117,-1.57916259765625,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,There are no hospitals falling.,There are all hospitals falling.,semantics,quantifiers,existential_there_quantifiers_1,108.0
580,,,,,,crt3,-67.05319213867188,-74.3838882446289,True,-1.6518497467041016,-1.9667062759399416,-1.896571159362793,-1.7677021026611328,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,There were many icicles aggravating most doctors.,There were all icicles aggravating most doctors.,semantics,quantifiers,existential_there_quantifiers_1,750.0
581,,,,,,crt3,-46.201961517333984,-55.7279167175293,True,-1.6663780212402344,-1.974504470825195,-1.8110113143920896,-1.8530893325805664,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,There isn't a computer slipping.,There isn't each computer slipping.,semantics,quantifiers,existential_there_quantifiers_1,909.0
582,,,,,,crt3,-60.66282653808594,-53.36565399169922,False,-1.8571319580078125,-1.8338842391967771,-1.6579694747924805,-2.0851259231567383,False,False,False,False,False,False,Mistral 7B,,Mistral,7.0,blimp,,Every closet wasn't there shutting.,There wasn't every closet shutting.,semantics,quantifiers,existential_there_quantifiers_2,858.0
583,,,,,,crt3,-92.87503051757812,-84.19349670410156,False,-1.6579923629760742,-1.8496551513671875,-1.4121942520141602,-2.384434700012207,False,False,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,All shows about the Impressionists weren't there scaring Michael.,There weren't all shows about the Impressionists scaring Michael.,semantics,quantifiers,existential_there_quantifiers_2,59.0
584,,,,,,crt3,-71.09149932861328,-78.8017349243164,True,-1.6000699996948242,-2.0026779174804688,-1.8260393142700195,-1.7267866134643557,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,There were some grandfathers of customers neglecting to go fishing.,There were most grandfathers of customers neglecting to go fishing.,semantics,quantifiers,existential_there_quantifiers_1,731.0
585,,,,,,crt3,-65.958740234375,-65.75738525390625,False,-1.7433900833129885,-1.9322261810302737,-1.711080551147461,-1.914508819580078,False,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,That shoe should bore at most two pedestrians.,No shoe should bore at most two pedestrians.,semantics,quantifiers,superlative_quantifiers_2,606.0
586,,,,,,crt3,-68.15303039550781,-76.94498443603516,True,-1.4767675399780271,-2.1402273178100586,-1.8437070846557615,-1.6395015716552734,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,There is a newspaper article about the Impressionists bothering Chad.,There is every newspaper article about the Impressionists bothering Chad.,semantics,quantifiers,existential_there_quantifiers_1,955.0
587,,,,,,crt3,-63.9683837890625,-68.18201446533203,True,-1.805620193481445,-1.9983339309692385,-1.8748455047607424,-1.903794288635254,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,No student has disliked fewer than four closets.,No student has disliked at most four closets.,semantics,quantifiers,superlative_quantifiers_1,509.0
588,,,,,,crt3,-89.37063598632812,-80.03932189941406,False,-1.8043413162231443,-1.7974443435668943,-1.515223503112793,-2.139005661010742,False,False,False,False,False,False,Mistral 7B,,Mistral,7.0,blimp,,All shows about Monet aren't there shocking Monica.,There aren't all shows about Monet shocking Monica.,semantics,quantifiers,existential_there_quantifiers_2,436.0
589,,,,,,crt3,-64.79698944091797,-69.09970092773438,True,-1.785059928894043,-1.943739891052246,-1.9310636520385744,-1.7786264419555664,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,No boy could reference fewer than nine drivers.,No boy could reference at most nine drivers.,semantics,quantifiers,superlative_quantifiers_1,4.0
590,,,,,,crt3,-61.68435287475586,-64.63162994384766,True,-1.6730833053588867,-1.853759765625,-1.7277288436889648,-1.798666000366211,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,The lady has taken at most nine movie theaters.,No lady has taken at most nine movie theaters.,semantics,quantifiers,superlative_quantifiers_2,715.0
591,,,,,,crt3,-36.978492736816406,-45.82666778564453,True,-1.6114768981933594,-2.352619171142578,-1.997319221496582,-1.865583419799805,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,There were many boys protesting.,There were most boys protesting.,semantics,quantifiers,existential_there_quantifiers_1,449.0
592,,,,,,crt3,-58.62963104248047,-66.04764556884766,True,-1.662318229675293,-1.862506866455078,-1.79443359375,-1.7088804244995115,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,This doctor attacked at most two guests.,No doctor attacked at most two guests.,semantics,quantifiers,superlative_quantifiers_2,621.0
593,,,,,,crt3,-44.52562713623047,-50.84918212890625,True,-1.6791496276855469,-1.9689207077026367,-1.7238225936889648,-1.8339853286743164,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,There were no legislatures working hard.,There were most legislatures working hard.,semantics,quantifiers,existential_there_quantifiers_1,1.0
594,,,,,,crt3,-67.04692077636719,-64.23934936523438,False,-1.610915184020996,-1.99893856048584,-1.6902008056640625,-1.8867807388305664,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,All public parks are there boring Jill.,There are all public parks boring Jill.,semantics,quantifiers,existential_there_quantifiers_2,63.0
595,,,,,,crt3,-67.21456146240234,-68.38133239746094,True,-1.9558143615722656,-1.880889892578125,-1.9370298385620115,-1.8833999633789065,False,False,False,True,False,True,Mistral 7B,,Mistral,7.0,blimp,,No cafe is disgusting more than seven associations.,No cafe is disgusting at least seven associations.,semantics,quantifiers,superlative_quantifiers_1,18.0
596,,,,,,crt3,-37.61898040771485,-49.90092849731445,True,-1.793802261352539,-1.806675910949707,-2.36624813079834,-1.4527482986450195,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,There is a newspaper article existing.,There is each newspaper article existing.,semantics,quantifiers,existential_there_quantifiers_1,92.0
597,,,,,,crt3,-35.00740051269531,-51.0627555847168,True,-1.8041505813598633,-1.674300193786621,-2.3562917709350586,-1.3413810729980469,True,True,False,True,False,True,Mistral 7B,,Mistral,7.0,blimp,,There is a rabbit wasting away.,There is each rabbit wasting away.,semantics,quantifiers,existential_there_quantifiers_1,275.0
598,,,,,,crt3,-69.57167053222656,-74.47874450683594,True,-1.758501052856445,-2.018747329711914,-1.9195566177368164,-1.8557491302490232,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,There were some daughters of some lady distracting Martha.,There were all daughters of some lady distracting Martha.,semantics,quantifiers,existential_there_quantifiers_1,662.0
599,,,,,,crt3,-57.53351593017578,-58.88779067993164,True,-1.7834148406982422,-1.9634714126586912,-1.9496545791625977,-1.829730987548828,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,No senator kisses more than eight guys.,No senator kisses at least eight guys.,semantics,quantifiers,superlative_quantifiers_1,166.0
600,,,,,,crt3,-62.35429763793945,-65.6952896118164,True,-1.6417388916015625,-1.9716243743896484,-1.763650894165039,-1.829240798950195,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,Each actor has revealed at most four shawls.,No actor has revealed at most four shawls.,semantics,quantifiers,superlative_quantifiers_2,8.0
601,,,,,,crt3,-31.528797149658203,-38.34016799926758,True,-1.5509681701660156,-1.8656587600708008,-2.470582962036133,-1.2731237411499023,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,David discovered himself.,David discovered herself.,morphology,anaphor_agreement,anaphor_gender_agreement,500.0
602,,,,,,crt3,-39.06217575073242,-45.84574508666992,True,-1.410609245300293,-2.330704689025879,-2.649717330932617,-1.323948860168457,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Gerald has cared for himself.,Gerald has cared for itself.,morphology,anaphor_agreement,anaphor_gender_agreement,391.0
603,,,,,,crt3,-41.325592041015625,-47.188873291015625,True,-1.6130132675170898,-1.9653024673461912,-2.6884660720825195,-1.3912858963012695,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Most customers won't hate themselves.,Most customers won't hate herself.,morphology,anaphor_agreement,anaphor_number_agreement,395.0
604,,,,,,crt3,-32.92927551269531,-39.63020706176758,True,-1.3294744491577148,-2.4103221893310547,-2.664425849914551,-1.2177839279174805,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Lucille embarrassed herself.,Lucille embarrassed itself.,morphology,anaphor_agreement,anaphor_gender_agreement,790.0
605,,,,,,crt3,-32.203147888183594,-38.55850982666016,True,-1.5150394439697266,-2.0529518127441406,-3.2491350173950195,-1.2104129791259766,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Rhonda likes herself.,Rhonda likes itself.,morphology,anaphor_agreement,anaphor_gender_agreement,369.0
606,,,,,,crt3,-35.3114013671875,-40.58203887939453,True,-1.5097980499267578,-1.991652488708496,-2.721482276916504,-1.2682609558105469,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Lissa thought about herself.,Lissa thought about themselves.,morphology,anaphor_agreement,anaphor_number_agreement,153.0
607,,,,,,crt3,-31.559036254882812,-36.62013244628906,True,-1.5692567825317385,-1.810469627380371,-2.5173234939575195,-1.239701271057129,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Peter noticed himself.,Peter noticed themselves.,morphology,anaphor_agreement,anaphor_number_agreement,538.0
